Designator,Mid X,Mid Y,Rotation,Layer
C1,116.0,-93.4,270.0,bottom
C2,113.4,-96.6,270.0,bottom
C3,113.4,-93.4,90.0,bottom
C4,113.4,-99.7,270.0,bottom
C6,119.3,-93.3,90.0,bottom
C7,117.5,-96.6,180.0,bottom
J1,116.0,-87.0,180.0,bottom
J2,116.0,-88.25,180.0,top
J3,116.0,-106.0,0.0,top
U1,116.0,-97.25,0.0,top
U2,115.7,-105.0,0.0,bottom
